No. of voting,Title,Subscript,Link,voting_id,Session,Dates
35,Trzecie czytanie projektu ustawy o przeciwdziałaniu marnowaniu żywności,Poprawka 47,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7334.html",7334,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
36,Trzecie czytanie projektu ustawy o przeciwdziałaniu marnowaniu żywności,Poprawka 49,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7335.html",7335,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
37,Trzecie czytanie projektu ustawy o przeciwdziałaniu marnowaniu żywności,Poprawka 50,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7336.html",7336,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
38,Trzecie czytanie projektu ustawy o przeciwdziałaniu marnowaniu żywności,Poprawka 51,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7337.html",7337,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
39,Trzecie czytanie projektu ustawy o przeciwdziałaniu marnowaniu żywności,Poprawka 53,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7338.html",7338,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
40,Trzecie czytanie projektu ustawy o przeciwdziałaniu marnowaniu żywności,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7339.html",7339,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
41,Ustawa o komornikach sądowych,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7340.html",7340,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
42,Ustawa o komornikach sądowych,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7341.html",7341,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
43,Ustawa o komornikach sądowych,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7342.html",7342,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
44,Ustawa o komornikach sądowych,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7343.html",7343,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
45,Ustawa o komornikach sądowych,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7344.html",7344,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
46,Ustawa o komornikach sądowych,Poprawka 6,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7345.html",7345,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
47,Ustawa o komornikach sądowych,Poprawka 7,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7346.html",7346,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
48,Ustawa o komornikach sądowych,Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7347.html",7347,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
49,Ustawa o komornikach sądowych,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7348.html",7348,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
50,Ustawa o komornikach sądowych,Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7349.html",7349,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
51,Ustawa o komornikach sądowych,"Poprawka 11, 12","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7350.html",7350,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
52,Ustawa o komornikach sądowych,"Poprawka 13, 15, 17, 20","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7351.html",7351,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
53,Ustawa o komornikach sądowych,Poprawka 14,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7352.html",7352,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
54,Ustawa o komornikach sądowych,Poprawka 16,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7353.html",7353,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
55,Ustawa o komornikach sądowych,Poprawka 18,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7354.html",7354,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
56,Ustawa o komornikach sądowych,Poprawka 19,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7355.html",7355,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
57,Ustawa o komornikach sądowych,Poprawka 21,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7356.html",7356,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
58,Ustawa o komornikach sądowych,"Poprawka 22, 23","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7357.html",7357,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
59,Ustawa o komornikach sądowych,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7358.html",7358,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
60,Ustawa o kosztach komorniczych,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7359.html",7359,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
61,Ustawa o zmianie ustawy o obrocie instrumentami finansowymi oraz niektórych innych ustaw,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7360.html",7360,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
62,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7361.html",7361,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
63,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7362.html",7362,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
64,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7363.html",7363,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
65,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7364.html",7364,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
66,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7365.html",7365,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
67,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7366.html",7366,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
68,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 6,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7367.html",7367,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
69,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7368.html",7368,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
70,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7369.html",7369,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
71,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7370.html",7370,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
72,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Poprawka 11,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7371.html",7371,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
73,Ustawa o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7372.html",7372,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
74,Ustawa o zmianie niektórych ustaw w związku z wprowadzeniem e-recepty,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7373.html",7373,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
75,Ustawa o zmianie ustawy o kierujących pojazdami,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7374.html",7374,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
76,Ustawa o zmianie ustawy – Prawo wodne,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7375.html",7375,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
77,"Ustawa o zmianie ustawy o ewidencji ludności, ustawy o zmianie ustawy o informatyzacji działalności podmiotów realizujących zadania publiczne oraz niektórych innych ustaw oraz ustawy – Prawo o aktach stanu cywilnego",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7376.html",7376,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
78,Drugie czytanie projektu ustawy o zmianie ustawy o referendum lokalnym oraz ustawy o referendum ogólnokrajowym,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7377.html",7377,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
79,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo spółdzielcze,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7378.html",7378,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
80,Drugie czytanie projektu uchwały w sprawie zmiany Regulaminu Senatu,Wniosek o odrzucenie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7379.html",7379,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
81,Drugie czytanie projektu uchwały w sprawie zmiany Regulaminu Senatu,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7380.html",7380,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
82,Drugie czytania projektu uchwały w sprawie negocjacji zasad prowadzenia wspólnej polityki rolnej Unii Europejskiej po 2020 r.,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7381.html",7381,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
83,Drugie czytanie projektu uchwały o współpracy Polski i Węgier w Unii Europejskiej,Wniosek o odrzucenie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7382.html",7382,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
84,Drugie czytanie projektu uchwały o współpracy Polski i Węgier w Unii Europejskiej,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7383.html",7383,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
85,Drugie czytanie projektu uchwały o współpracy Polski i Węgier w Unii Europejskiej,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7384.html",7384,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
86,Drugie czytanie projektu uchwały o współpracy Polski i Węgier w Unii Europejskiej,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7385.html",7385,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
87,Drugie czytanie projektu uchwały o współpracy Polski i Węgier w Unii Europejskiej,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7386.html",7386,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
88,Drugie czytanie projektu uchwały o współpracy Polski i Węgier w Unii Europejskiej,Przyjęcie projektu wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7387.html",7387,"Posiedzenie: 58. posiedzenie Senatu RP IX kadencji, 2 dzień",14 i 15 marca 2018 r.
1,Drugie czytanie projektu uchwały w sprawie powołania Zgromadzenia Parlamentarnego Rzeczypospolitej Polskiej i Gruzji,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7388.html",7388,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 1 dzień","11, 13 i 16 kwietnia 2018 r."
2,Wniosek formalny, ,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7389.html",7389,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 2 dzień","11, 13 i 16 kwietnia 2018 r."
3,Wniosek formalny, ,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7390.html",7390,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 2 dzień","11, 13 i 16 kwietnia 2018 r."
4,Wniosek formalny, ,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7391.html",7391,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
5,Zmiany w składzie komisji senackich,Wniosek o podjęcie uchwały,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7405.html",7405,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
6, Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 763),Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7406.html",7406,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
7, Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 762),"Poprawki 1-8, 10-18, 20-23, 26, 29-36, 38-39","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7407.html",7407,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
8, Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 762),Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7396.html",7396,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
9, Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 762),Poprawka 19,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7397.html",7397,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
10, Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 762),"Poprawka 24, 25, 27","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7398.html",7398,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
11, Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 762),Poprawka 28,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7411.html",7411,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
12, Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 762),Poprawka 37,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7400.html",7400,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
13,Ustawa o zmianie ustawy o usługach płatniczych oraz niektórych innych ustaw (druk nr 762),Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7401.html",7401,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
14,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7414.html",7414,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
15,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7415.html",7415,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
16,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7404.html",7404,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
17,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7392.html",7392,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
18,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7416.html",7416,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
19,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,"Poprawka 6, 15","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7417.html",7417,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
20,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,"Poprawka 7, 17","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7418.html",7418,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
21,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7419.html",7419,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
22,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7420.html",7420,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
23,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7421.html",7421,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
24,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 11,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7422.html",7422,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
25,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 12,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7423.html",7423,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
26,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 13,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7424.html",7424,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
27,Ustawa o zmianie ustawy o systemie monitorowania drogowego przewozu towarów oraz niektórych innych ustaw,Poprawka 14,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7425.html",7425,"Posiedzenie: 59. posiedzenie Senatu RP IX kadencji, 3 dzień","11, 13 i 16 kwietnia 2018 r."
